SQ_CANDIDATO,VR_BEM_CANDIDATO,DS_CARGO,QT_VOTOS,NM_VOTAVEL
210001033464,56400000000.0,Vereador,16,MARILDA DE FATIMA VIANA AGUIR
210001033465,155247810000.0,Vereador,100,CELIA VARGAS PADILHA
210001033466,24000000000.0,Vereador,126,JANAVIO DOS SANTOS FERREIRA
210001033627,181221690000.0,Vereador,408,SIVAL DOS SANTOS FREITAS
210001033629,125500000000.0,Vereador,12,MIRIAM SCHNELL TEIXEIRA
210001033631,518000000000.0,Vereador,91,CLÁUDIO PEDRO ROSA DA SILVA
210001033632,10000000000.0,Vereador,69,ALEXANDRA APARECIDA SALIN BERGMEIER
210001033633,330000000000.0,Vereador,48,EDSON NARDON OLIVEIRA
210001033634,30000000000.0,Vereador,12,SAULO ROBERTO BASTOS COSTA
210001033635,561701000000.0,Vereador,28,DILNEI COSTA DOS SANTOS
210001033636,6000000000.0,Vereador,22,ANDRESSA GOMES OLIVEIRA
210001033637,250000000000.0,Vereador,60,RAMAO DUARTE DE SOUSA PEREIRA
210001033688,459300000000.0,Prefeito,1263,RODRIGO LOCATELLI TISOTT
210001033723,262000000000.0,Vereador,110,SALETE ANTONIETA BERNARDI VOGT
210001033724,23200000000.0,Vereador,104,DARIO RODRIGUES DA SILVA
210001033725,220000000000.0,Vereador,167,MARCIO COCENSKI
210001033726,790000000000.0,Vereador,133,NOEDI LUIS LORENZATO
210001033727,150000000000.0,Vereador,107,VILMAR DA SILVA RIBEIRO
210001033728,201000000000.0,Vereador,71,JOSÉ VALMIR DA SILVA
210001033730,253000000000.0,Vereador,156,ANGELA VERENICE DA LUZ NASCIMENTO
210001033731,10600000000.0,Vereador,126,EGIDIO MOREIRA
210001033732,43000000000.0,Vereador,95,ANIBALDO BRIETZKE
210001033804,125000000000.0,Vereador,45,LUIZ REGIS LODOVICH
210001033805,155500000000.0,Vereador,18,ELIAS DOS REIS
210001033806,437000000000.0,Vereador,60,IVONE PREDIGER
210001033807,210000000000.0,Vereador,81,MARIA LUIZA HEINEMANN
210001033957,146000000000.0,Vereador,110,ZILMAR FERREIRA DE MATOS
210001033958,136901760000.0,Vereador,542,PALOMA DE FREITAS DAUDT
210001034110,1260000000000.0,Vereador,74,BENO RITTER
210001034112,6800000000.0,Vereador,70,MAURI BLATT
210001034158,105000000000.0,Vereador,64,IVAN CARLOS KRAMER PLANTIKOW
210001034159,35358000000.0,Vereador,88,GERALDO LUIS SANTOS DUARTE
210001034161,207000000000.0,Vereador,8,NELSON OLIVEIRA
210001034171,2600000000.0,Vereador,328,GIOVANI FERREIRA DE OLIVEIRA
210001034172,10500000000.0,Vereador,147,CRISTIAN SOUZA DA SILVA
210001034173,778000000000.0,Vereador,66,AQUILINO COLLAZIOL
210001034175,270000000000.0,Vereador,119,JOSE HENRIQUE MACHADO
210001034176,22000000000.0,Vereador,113,ALEXANDRE PERES SIMON
210001034177,8000000000.0,Vereador,299,RAFAEL LEANDRO BITENCOURT
210001034181,28480000000.0,Vereador,6,ESTELA MARIS DA SILVA ROSA
210001034182,49000000000.0,Vereador,3389,CRISTIANO FERREIRA MORAES
210001034183,415000000000.0,Vereador,264,PAULO CESAR FERREIRA FACIO
210001034187,46000000000.0,Vereador,82,CLAUDEMIR GOULART
210001034208,66124920000.0,Vereador,141,LISETE KOERBES
210001034209,41655640000.0,Vereador,99,JUSSARA MONTEIRO GERLACH
210001034210,23600000000.0,Vereador,94,MARCIO ANTONIO LOEBLEIN
210001034211,18000760000.0,Vereador,40,CLEBER LUIS RIFFEL DREY
210001034212,181680940000.0,Vereador,150,SILVERIO PAUVELS
210001034213,282172780000.0,Vereador,176,JOSE ALFREDO RIBEIRO
210001034214,49963860000.0,Vereador,211,DANIELE CARINE TRAESEL
210001034215,915894710000.0,Vereador,325,ALTEMIR LUFT
210001034216,18169050000.0,Vereador,184,JOAO MAURI DOS SANTOS
210001034374,69400000000.0,Vereador,181,JADIR CARVALHO
210001034376,274000000000.0,Vereador,44,ADEMIR ÂNGELO SERENA MACHADO
210001034380,23000000000.0,Vereador,137,JORGE LUIS CAMPOS DA SILVA JUNIOR
210001034382,11500000000.0,Vereador,248,ANDERSON AMARAL SOUZA
210001034383,1100000000000.0,Vereador,144,ROBERTO LOPES TRINDADE
210001034390,120000000000.0,Vereador,3,ROGERIO SANTOS DA ROSA
210001034391,650000000000.0,Vereador,22,CLAIR OLIVEIRA AMARAL
210001034736,84500000000.0,Vereador,103,GILNEI KRUMREICH BERGMANN
210001034902,124782210000.0,Vereador,564,NESTOR MÁRIO KARNOPP
210001034903,101000000000.0,Vereador,50,JOSÉ FRANCISCO QUEVEDO
210001034904,4000000000.0,Vereador,43,ELIANE RIBEIRO LUIZ
210001034905,151000000000.0,Vereador,233,MAURÍCIO BECKER OSWALD
210001034907,8700000000.0,Vereador,63,MARCIA LUCIANE UEBERBACKER HERRMANN
210001034908,66825000000.0,Vereador,270,GILBERTO DE CRESPO CRESPO
210001034913,147000000000.0,Vereador,79,AUGUSTO ANGELO HAX
210001034915,122709000000.0,Vereador,85,AMILTON FERNANDO CUNHA SOARES
210001034939,115000000000.0,Prefeito,1369,MARCO AURÉLIO FELIX DA SILVA
210001035131,579000000000.0,Vereador,328,ELEMAR DA SILVA GARCIA
210001035133,465000000000.0,Vereador,426,CLAUDIONOR OLIVEIRA GOMES
210001035135,677580000000.0,Vereador,152,MILTON MULLER
210001035136,413456960000.0,Vereador,368,CARLOS FERNANDO BALDO
210001035140,2500000000.0,Vereador,216,OSNI OTACÍLIO HOMEM
210001035142,271900000000.0,Vereador,219,ROSECLER ALVES
210001035661,350000000000.0,Vereador,36,ADÃO CÉZAR SILVEIRA
210001035662,47000000000.0,Vereador,68,JOSE VALME DOS SANTOS LEMES
210001035663,118000000000.0,Vereador,41,ANTONIO DIRCEU OSORIO MESQUITA
210001035665,440900830000.0,Vereador,12,ODETI BILHALVA CENTENO
210001035666,21700000000.0,Vereador,52,DEIVID CORREA RAMOS
210001035667,56000000000.0,Vereador,24,ROSANE BLASKOWSKI TAVARES
210001035668,78000000000.0,Vereador,114,ÂNGELA CRISTINA RODRIGUES LONGARAY
210001035669,160000000000.0,Vereador,29,JULIANE CASTRO WESTPHAL
210001035670,90000000000.0,Vereador,45,PAULINHO SIRENA
210001035672,2000000000.0,Vereador,110,ADEMAR DA SILVA LOMBARDI
210001035673,150000000000.0,Vereador,26,PAULO ROGERIO ROVERE ALVES
210001036021,10000000000.0,Vereador,41,GILDOMAR MARK MICHELIN
210001036022,5000000000.0,Vereador,88,DAMIÃO OLIVEIRA SABINO
210001036023,78000000000.0,Vereador,32,BRUNO BARBO BENVEGNÚ
210001036024,10000000000.0,Vereador,74,ROSELE FEIJÓ DA SILVA
210001036025,30000000000.0,Vereador,115,JULIANO FAGUNDES GARCIA
210001036026,3000000000.0,Vereador,88,LILIAN DA SILVA BONETE
210001036175,155181930000.0,Prefeito,731,ALOISIO BROCK
210001036181,11921910000.0,Vereador,80,ELAINE MARIA BENTZ
210001036198,663483000000.0,Prefeito,1013,ALAOR PASTORIZA RIBEIRO
210001036252,107500000000.0,Prefeito,4947,MARCELO LAMPE GOUVEA
210001036540,180883310000.0,Prefeito,2090,GEOVAN CARLOS POHL
210001036600,10109200000.0,Prefeito,3259,ANA PAULA MENDES MACHADO DELOLMO
210001036608,30000000000.0,Vereador,221,JULIANO MARTINS BELAGUARDA
210001036609,175000000000.0,Vereador,261,WALTER NEI DA LUZ GOMES
210001036610,54900000000.0,Vereador,258,LENON LUCIANO BARBO DA SILVA
210001036611,22000000000.0,Vereador,65,SIMONE AGUIAR BROLL
210001036612,233837210000.0,Vereador,134,RUBEM WANDERLAN RIBEIRO ACOSTA
210001036615,22490000000.0,Vereador,139,SERGIO ANTONIO CARDOSO
210001036617,1297000000000.0,Vereador,168,ELCIDES LUIZ ZAGO JUNIOR
210001036618,7500000000.0,Vereador,367,ALEX PEDRON WANCURA
210001036619,88500000000.0,Vereador,7,RUAN BRUM CARAMES
210001036655,4400000000.0,Vereador,217,JOÃO ROBERTO DELOLMO LUIZ
210001036658,282000000000.0,Vereador,161,SONIA MARIA MARETOLI DOS ANJOS
210001036659,45000000000.0,Vereador,116,LUIZ GUSTAVO RODRIGUES PINHEIRO
210001036660,70000000000.0,Vereador,143,CLOVIS ANTONIO GUEDES DA SILVA
210001036661,4400000000.0,Vereador,556,TAIGUARA EDUARDO DE SOUZA HAAR
210001036662,522000000000.0,Vereador,195,CRISTIANO BETEGA DOMINGUES
210001036667,16400000000.0,Vereador,304,DOELI VALENTE DA SILVA
210001036751,347000000000.0,Vereador,66,VERONICA BROCK POZZEBON
210001036752,1403874620000.0,Vereador,89,VALMIR BIANCHINI
210001036754,411000000000.0,Vereador,91,JACIR GONÇALVES SEIBEL
210001036755,722000000000.0,Vereador,153,CARLINHOS MOCELLIN
210001036756,79000000000.0,Vereador,163,ADEMIR FERRARI
210001036757,63000000000.0,Vereador,72,NELSON LUIS DA SILVA
210001036758,20000000000.0,Vereador,104,RENI SPILIER
210001036810,140751900000.0,Vereador,215,OLGAIR PEREIRA TALHAFERRO
210001036811,215000000000.0,Vereador,162,RONIE FINGER BARBOSA
210001036812,54087700000.0,Vereador,448,SUSANA DIATEL ALMEIDA
210001036815,3000000000.0,Vereador,285,MOISES PASSAMANI
210001036816,273000000000.0,Vereador,56,ALLAN PIRES DIAS
210001036817,5600000000.0,Vereador,37,ELAINE BELMONTE DOS SANTOS
210001036818,168677930000.0,Vereador,76,JANETE MASSIRER BASTOS
210001036819,373221260000.0,Vereador,645,JEOCEMAR PATRICIO ALVES DOS SANTOS
210001036821,275664010000.0,Vereador,382,MARCIO LUCIANO VEPPO PALMA
210001036822,46000000000.0,Vereador,338,RAFAEL BELO VEIGA
210001036825,28041000000.0,Vereador,90,ARI PORTELLA
210001037139,150000000000.0,Prefeito,3297,FLAVIO GILBERTO DORNELES MACHADO
210001037227,7900000000.0,Prefeito,327,ROBERTO DA SILVA GOMES
210001037382,12000000000.0,Vereador,20,DEIVI SATURNO DOS SANTOS ASTRADA
210001037384,12800000000.0,Vereador,530,ANTONIO VALDIR DOS SANTOS COSTA
210001037387,164000000000.0,Vereador,238,DANIEL DA FONSECA GARCIA
210001037388,2000000000.0,Vereador,93,JAQUELINE CORRÊA DA SILVA
210001037390,150000000000.0,Vereador,236,LUCIANO PERTELE MARTINS
210001037392,1000000000.0,Vereador,16,CLAUDEMAR DE SOUZA
210001037393,59000000000.0,Vereador,1688,CARLOS ROBERTO DIAS DA FONSECA
210001037394,129400000000.0,Vereador,38,ADRIANA DE CARVALHO DEOLINDO
210001037395,100000000000.0,Vereador,388,ALEX EDUARDO DE SOUZA
210001037396,11500000000.0,Vereador,426,DENIS DA SILVA BERNARDO
210001037398,157000000000.0,Vereador,863,EDER DA SILVA SOUZA
210001037400,10100000000.0,Vereador,98,ROSANE ELIZIARIA DOS SANTOS BRITO
210001037402,202000000000.0,Vereador,38,SAMUEL MORAES DUTRA
210001037403,386500000000.0,Vereador,1351,PAULO RICARDO PEREIRA DA SILVEIRA
210001037404,303600000000.0,Vereador,144,JOSE VILDEMAR PEREIRA SOUZA
210001037405,160200000000.0,Vereador,192,RENILDA RAMOS FERREIRA
210001037406,127000000000.0,Vereador,459,JOSE ADROALDO CHIABOTTO RODRIGUES
210001037407,317800000000.0,Vereador,43,IBERE FREITAS DA SILVA
210001037408,1400000000.0,Vereador,268,CARLOS ARTUR ROSA
210001037409,461000000000.0,Vereador,191,ALEXANDRE ORTOLAN
210001037411,17500000000.0,Vereador,21,PEDRO BERTOLETTI DOS REIS
210001037953,33800000000.0,Vereador,163,SANDRA BEUTER
210001037954,12000000000.0,Vereador,19,CLAUDIA CRISTIANI KREBS
210001037955,3000000000.0,Vereador,94,ELOA FRITSCH PIASETZKI
210001037956,37500000000.0,Vereador,39,JOÃO ADALBERTO HACK
210001037957,132000000000.0,Vereador,35,MARIA DE FATIMA DA ROSA ANDRADE
210001037958,6500000000.0,Vereador,45,RENATO DELMAR SCHMIDT
210001037959,2500000000.0,Vereador,224,JULIANO ROSA CAMARA
210001037960,1321341240000.0,Vereador,88,JORGE STAHLHOFER
210001037961,324500000000.0,Vereador,23,ARY GARTNER
210001038367,400000000000.0,Vereador,11,JACQUELINE TUERLINCKX DEIQUES
210001038474,1373142000000.0,Prefeito,1329,ELOI JOSÉ SCHMITT
210001038510,696875000000.0,Prefeito,2601,VALMIR LAND
210001038569,214000000000.0,Vereador,105,PEDRO JARI JARDIM
210001038571,123500000000.0,Vereador,73,ADRIANO HESPER
210001038573,105000000000.0,Vereador,119,ANDERSON DA SILVA
210001038574,198000000000.0,Vereador,160,ALAOR SCHOENINGER
210001038575,374486110000.0,Vereador,117,GILMAR BRANDS
210001038577,10000000000.0,Vereador,148,DEOGENES LUIZ DEMICHEI
210001038579,243000000000.0,Vereador,163,RESSOLI DA SILVA
210001038580,21000000000.0,Vereador,159,DOUGLAS DESBESEL
210001038617,32000000000.0,Vereador,275,ANDREIA FREITAS
210001038618,199190000000.0,Vereador,225,LUANA NEILAND DA SILVA KREMER
210001038619,782000000000.0,Vereador,338,ALCI PETZOLD
210001038620,222000000000.0,Vereador,51,JURANDI ALMEIDA DA SILVA
210001038644,11500000000.0,Vereador,11,LUIS ORESTES FORTES DE ANDRADE
210001038654,5383000000000.0,Prefeito,1754,PAULO HENRIQUE REUTER
210001038700,126371170000.0,Prefeito,2512,LEANDRO CARAFFINI VENERAL
210001038701,20000000000.0,Vereador,146,VERGILINIA ROCHA ANTUNES
210001038703,11500000000.0,Vereador,112,JOÃO ANTENOR SILVA DA SILVA
210001038704,48000000000.0,Vereador,189,MARIA RUDIANA DILKIN
210001038706,100000000000.0,Vereador,116,ALMIR MORAIS DENIS
210001038707,216000000000.0,Vereador,71,DARCI DE LIMA BERGARECHE
210001038710,24000000000.0,Vereador,52,IRAN VALDECIR LOPES DO CANTO
210001038711,84000000000.0,Vereador,187,JOSE ROIS LOUREIRO DOS SANTOS
210001038713,135000000000.0,Vereador,178,NELSON ROQUE DOS SANTOS
210001038846,1009011210000.0,Prefeito,2179,CLAUDINEI GUGEL MACHADO
210001038867,115000000000.0,Vereador,84,JORGE LUIZ DA SILVA
210001038868,608724000000.0,Vereador,86,MARCIA MARIA TOLEDO FRANCISQUET
210001038869,320000000000.0,Vereador,144,ROSENILDA RODRIGUES DOS ANJOS
210001038870,2630000000000.0,Vereador,244,DOUGLAS JOSIMAR WILD BOHRER
210001038871,1477000000000.0,Vereador,125,GILSON GILNEI ALT
210001038872,409500000000.0,Vereador,146,GIL DE MELO
210001038955,20500000000.0,Vereador,93,INÁCIO JOSÉ RODRIGUES
210001038956,9000000000.0,Vereador,45,ELSA DOS SANTOS MEIRA
210001038957,152000000000.0,Vereador,23,LINDOMAR AUGUSTO DA SILVA
210001038958,166317200000.0,Vereador,242,JOSE DIAS DOS SANTOS
210001038959,2500000000.0,Vereador,38,LORENI CONRAD
210001038960,1014800000000.0,Vereador,144,EDUARDO CHAGAS
210001038961,212940600000.0,Vereador,246,EVANDRO OLIVEIRA DA SILVEIRA
210001038962,7000000000.0,Vereador,24,LUZIA PEDROSO DOS SANTOS
210001038963,3000000000.0,Vereador,175,CLECY TEREZINHA DE ARAÚJO
210001038964,26500000000.0,Vereador,51,TIAGO CHAGAS
210001038965,2500000000.0,Vereador,135,ISRAEL BAIRROS PIMENTEL
210001038966,75558590000.0,Vereador,87,PATRÍCIA LAUTERT
210001038967,58323000000.0,Vereador,153,VALDIR LINN
210001038968,46695200000.0,Vereador,170,JOCELINO DOS SANTOS BIRON
210001039384,644900000000.0,Vereador,52,CIRENEU VERGINASSI
210001039413,1196360490000.0,Prefeito,1991,VOLNEI TESSER
210001040556,737697000000.0,Vereador,265,FRANCISCO LUIS RUI JUNIOR
210001040557,9000000000.0,Vereador,155,ADRIANO RODRIGUES DA SILVA
210001040929,84000000000.0,Vereador,32,TAMIRIS DA LUZ COELHO
210001040930,385500000000.0,Vereador,329,RONIVAN FONTOURA BRAGA
210001040931,14500000000.0,Vereador,48,HIGINO SANTOS BARRETO
210001040932,670600000000.0,Vereador,246,REGINALDO DA SILVA VARGAS
210001040933,4000000000.0,Vereador,7,ITANARA DE ABREU BORGES
210001041696,100800000000.0,Vereador,9,ANTONIO REGINALDO RODRIGUES
210001041697,72000000000.0,Vereador,6,EVERALDO DE OLIVEIRA
210001041698,276500000000.0,Vereador,73,SADI OLIVEIRA DE OLIVEIRA
210001041699,58000000000.0,Vereador,3,ANA JAQUELINE SALES DE SOUZA
210001041701,6199000000.0,Vereador,45,ERIDIO MENGUER DOS SANTOS
210001043153,338023650000.0,Vereador,212,VALMOR WEIRICH
210001043154,64000000000.0,Vereador,195,CLECIO ANTONIO DA ROSA PIGATTO
210001043155,303071140000.0,Vereador,85,LAURO OURIQUES
210001043156,110000000000.0,Vereador,147,CLAUDENIR SOUZA DA SILVA
210001043157,196352330000.0,Vereador,540,ZILCA FIGUEIREDO DE CAMARGO
210001043158,204811190000.0,Vereador,258,NASSIF CRISTIANO SIMOES SCHMIDT
210001043159,50546840000.0,Vereador,223,JOSÉ AIRO LIMA DOS SANTOS
210001043161,749291060000.0,Vereador,320,LUIZ OTAVIO PICADA GAZEN
210001043162,351377750000.0,Vereador,307,LEOPOLDO FARIA DOS SANTOS
210001043164,10000.0,Vereador,80,SERGIO SIMOES SCHMIDT
210001043167,8000000000.0,Vereador,44,JOSUE DE JESUS SIQUEIRA
210001044493,70000000000.0,Vereador,45,GIUVANI MARIA MEURER
210001044494,37103000000.0,Vereador,168,MARCIA LUIZA FAVA QUOS
210001044495,83500000000.0,Vereador,205,LUIS CARLOS COSTA
210001044496,59272960000.0,Vereador,167,VALISE FEISTHER
210001044497,82447000000.0,Vereador,127,SERGIO HENTGES
210001044498,118000000000.0,Vereador,121,NEUSA MARISA WEIS DA SILVA
210001044502,67243000000.0,Vereador,43,SOLANGE OLIVEIRA DA COSTA
210001044503,17463000000.0,Vereador,29,EVALDOIR SELL
210001044504,24777000000.0,Vereador,200,LUIZ ARTHUR DIEL SCHENKEL
210001044505,138100000000.0,Vereador,486,JOÃO ROQUE BOLL
210001044506,150000000000.0,Vereador,15,MARLI ALVES
210001044696,264000000000.0,Vereador,39,GILBERTO DOSE DA SILVA
210001044698,125000000000.0,Vereador,122,CLAUDIA LUCIANE BARBOSA PEZZARICO
210001044699,229500000000.0,Vereador,63,VANESSA MATE SOARES
210001044753,12000000000.0,Vereador,37,CILENE DE SOUZA ABREU
210001044759,23900000000.0,Vereador,40,MARCELO MADRUGA SILVEIRA
210001044760,80000000000.0,Vereador,5,TANIA MARIA XAVIER COELHO
210001044761,100000000000.0,Vereador,30,LUIZ CAUÊ CARDOSO DE SOUZA
210001044762,15708000000.0,Vereador,84,EDUARDO FEIJÓ DA SILVA
210001044763,9391850000.0,Vereador,186,RAFAEL ANTÔNIO CARNEIRO
210001044764,202000000000.0,Vereador,358,CAJOMAR VARGAS GOLDAS
210001044766,38197000000.0,Vereador,78,MAURO FERREIRA ALCENO
210001044767,30000000000.0,Vereador,44,JOSÉ CARLOS DE FREITAS PEDROSO
210001044770,5673000000.0,Vereador,159,THIARLES LEITE ABUD
210001044771,183500000000.0,Vereador,74,ILTON VARLEI ZIMMERMANN BECKER
210001045175,133608590000.0,Prefeito,7072,SIMONE COSTA ROMANELLI DA CUNHA
210001045233,461938000000.0,Vereador,1330,ANA CLARA BRUM DE BARROS
210001045238,653500000000.0,Vereador,120,FRANCISCO CARLOS JACQUES TERRA
210001045242,346000000000.0,Vereador,367,MARISA BECK MARQUES
210001045355,1400000000.0,Vereador,42,JOSÉ ALBERTO ROCHA DE OLIVEIRA
210001045357,172047820000.0,Vereador,122,ÂNGELA ACIELE GRACIOLI
210001045566,52000000000.0,Vereador,102,NELCI GIRARDI
210001045567,512332910000.0,Vereador,167,HELIO GASPARIN
210001045568,20000000000.0,Vereador,79,SERGIO BRUSQUE DE OLIVEIRA JUNIOR
210001045580,181717810000.0,Prefeito,1364,OLAVO JOSE CASSOL
210001046019,2000000000.0,Vereador,71,SILVIO DA CRUZ
210001046020,2000000000.0,Vereador,30,JACÓ MANOEL ANTONIO
210001046021,1500000000.0,Vereador,1,ARMINIO FARIAS
210001046022,269665780000.0,Vereador,162,MARLI GALAFASSI MACHADO
210001046023,2500000000.0,Vereador,76,LIAMARA PALHANO
210001046024,796802180000.0,Vereador,141,VILSEU FONTANA JUNIOR
210001046025,189377280000.0,Vereador,138,ROGÉRIO LUIZ MARTINELLO
210001046026,256325250000.0,Vereador,156,JOÃO VITOR REBELATO
210001046027,91400530000.0,Vereador,122,NILVA ROSANE SABEDOT REBELATTO
210001046328,286000000000.0,Vereador,174,ALBENEI ROSA CARVALHO
210001046329,171767330000.0,Vereador,180,AVELINO TADEU SÁ QUEVEDO
210001046330,102310000.0,Vereador,13,EIDA LUBAS FERREIRA
210001046331,107500000000.0,Vereador,18,JOÃO LUIZ NORONHA DOS SANTOS
210001046332,263000000000.0,Vereador,13,MARLI PINTO DE MORAES
210001046333,172000000000.0,Vereador,92,VOLMAR CARNELOSSO
210001046561,10000.0,Vereador,15,ALEX SANDRO FARIAS DOS SANTOS
210001046564,468000000000.0,Vereador,76,SAUL ROGERIO ROXKOW FRAGA
210001046567,100000000000.0,Vereador,21,MARIA EVANIR DOS SANTOS BORGES
210001046833,25000000000.0,Vereador,192,CRISTIANO OLIVEIRA BARBOZA
210001046835,52000000000.0,Vereador,493,CLOVIS BRIZOLA BUENO
210001046836,94000000000.0,Vereador,328,RENATO RODRIGO BORTH LUNKES
210001046963,20010130000.0,Prefeito,1710,ELIO JOSE STEFFENS
210001047092,18500000000.0,Prefeito,254,PAULO NERES TEIXEIRA FERREIRA
210001047138,20499890000.0,Vereador,9,ANA LECINDA DOS SANTOS FERREIRA
210001047139,10219700000.0,Vereador,119,LUIZ CARLOS FERREIRA SOUZA
210001047141,80000000000.0,Vereador,151,LEOMAR MANOEL FERREIRA
210001047142,70793030000.0,Vereador,78,GORGE RENATO DA SILVEIRA BITENCOURT
210001047143,8224320000.0,Vereador,97,ANDERSON DA SILVA ESPINDOLA
210001047234,42000000000.0,Vereador,50,BERNARDO STEIN
210001047236,80000000000.0,Vereador,23,VALDAIR RIBEIRO DE LIMA
210001047238,370000000000.0,Vereador,40,VANESSA DALLABRIDA DA COSTA
210001047403,432720760000.0,Vereador,209,VALDIR DOS SANTOS
210001047404,300000000000.0,Vereador,111,CLAUDIA CORDEIRO KLENNER
210001047405,170000000000.0,Vereador,859,GILMAR GOULART PINTO
210001047406,1500000000000.0,Vereador,2555,IARA TERESA CARDOSO
210001047407,329346630000.0,Vereador,2079,FABIANO DA ROSA HAUBERT
210001047408,418081790000.0,Vereador,1488,JULIANO MACIEL
210001047410,328973000000.0,Vereador,2221,RAFAEL OSCAR DE SOUZA
210001047411,319488050000.0,Vereador,383,VERNER ROBERTO LÖH
210001047412,364570000000.0,Vereador,391,EVANDRO RODRIGUES
210001047413,705003400000.0,Vereador,199,LINDOMAR  DE LIMA DE OLIVEIRA
210001047414,230650000000.0,Vereador,2484,ADÃO TELMO RAMBOR
210001047755,200900000000.0,Vereador,254,CLAUDEMIR RIMOLDI CORREIA
210001047756,246000000000.0,Vereador,287,SILVIO ZOLET
210001047757,142000000000.0,Vereador,134,MARISTELA RODRIGUES DA SILVA
210001047758,80000000000.0,Vereador,342,ALCINDO FERRO
210001047759,50000000000.0,Vereador,290,ANA PAULA PALUDO
210001047760,185000000000.0,Vereador,135,CLARICE OLIVO BASSO
210001047761,520000000000.0,Vereador,474,NELCI PELEGRINI
210001047762,87000000000.0,Vereador,352,MAICON COMIN
210001047763,502000000000.0,Vereador,139,RUDIMAR LUIZ DALL AGNOL
210001047764,261000000000.0,Vereador,281,GERSON ANTONIO BERGER
210001047843,217000000000.0,Prefeito,310,PABLO RAUL HERNANDEZ TORENA
210001047847,2500000000.0,Vereador,122,ANNE PRISCILA ORIBES SANTANA
210001047848,301500000000.0,Vereador,34,LUCIANO ANJOS DA SILVA
210001047849,3500000000.0,Vereador,7,SAIONARA JOAQUIM PAIANO
210001047852,476700000000.0,Vereador,520,JOSE ROBERTO PIENIZ
210001047853,5000000000.0,Vereador,23,ACLESIO ANTONIO BOTTEGA
210001048440,21000000000.0,Vereador,12,JUVENAL DA ROSA ALMEIDA
210001048441,400000000000.0,Vereador,379,JOSE TADEU MOTTA HOFFMANN
210001048443,38713700000.0,Vereador,472,CLAUDETE VARELA SILVEIRA
210001048447,140371610000.0,Vereador,332,LAURI FIAMINGHI
210001048448,17000000000.0,Vereador,124,CATIANE ESPINDOLA
210001048629,177635090000.0,Prefeito,4386,CARLOS ROBERTO MACHADO MONTEIRO
210001049066,239280000000.0,Vereador,246,WAILSON DA CUNHA PINTO
210001049067,64850000000.0,Vereador,14,JULIANA ALMEIDA DOS SANTOS
210001049069,205000000000.0,Prefeito,2121,AURISTELA CRISTINA DE BARROS
210001049157,163000000000.0,Vereador,34,JORGE MANOEL DOS SANTOS TORVES
210001049460,75002160000.0,Prefeito,1752,DENISE DE MELLO DA SILVA
210001049502,48000000000.0,Vereador,283,NATANIEL TOBIAS GERALDO
210001049503,2000000000.0,Vereador,126,LUIZ FERNANDO BELLE PADILHA
210001049504,152106480000.0,Vereador,317,JOSSELAINE MOCELIN
210001049505,162639710000.0,Vereador,295,LAURY RIBEIRO
210001049697,77000000000.0,Vereador,141,JOSE PAULO HAHN
210001049700,80000000000.0,Vereador,199,RODINELI JUSTO SCHWANCK
210001049702,100000000000.0,Vereador,136,NATANAEL EVALDT BEHENCK
210001049703,30000000000.0,Vereador,75,ROGERIO PERRARO VIEIRA
210001050261,5000000000.0,Vereador,110,JOÃO ALBERTO PIRES NEVES
210001050262,77000000000.0,Vereador,58,PAULO AFONSO PEREIRA BRUM
210001050267,198502490000.0,Vereador,62,APARICIO LOPES PACHECO
210001050460,940000000000.0,Prefeito,1228,EDGAR DA SILVA CRISTOVAM
210001051110,52758520000.0,Prefeito,21242,PATRICIA TAINE BECK
210001051736,182500000000.0,Vereador,253,ANILTON PICHANI
210001051738,115934840000.0,Vereador,83,MARCELO NUNES VIEIRA
210001051757,4000000000.0,Vereador,20,THIELE FLORES MARTINS DOS SANTOS
210001052166,430352580000.0,Vereador,151,JAIR CAVALLI
210001052237,440000000000.0,Vereador,187,GLADIS ELIANE KLEIN SILVA DE SOUZA
210001052238,340000000000.0,Vereador,3404,GILSOMAR DA SILVA
210001052239,3143168000000.0,Vereador,535,MARIA DE LOURDES DALLACORT ZAMPIERON
210001052240,783000000000.0,Vereador,309,LAIRA TERESINHA CORREA SEUS
210001052241,894642110000.0,Vereador,391,ANDREA DA COSTA CAMPOS
210001052244,12000000000.0,Vereador,1281,HENRY CICILIANI COSTA VENTURA
210001052246,1200000000000.0,Vereador,108,PAULO CÉSAR MACHADO DE SOUZA
210001052248,145000000000.0,Vereador,2366,HELEN DOS SANTOS MACHADO CALLEYA
210001052251,58900000000.0,Vereador,421,PAULO DE TARSO GASPAR PINHEIRO MACHADO
210001052252,16097230000.0,Vereador,717,LUCAS SALOMÓN DA SILVA FUHR
210001052253,32635300000.0,Vereador,4471,RAMIRO STALLBAUM ROSARIO
210001052255,143000000000.0,Vereador,643,LUCIANO MARQUES DA ROSA
210001052257,1500000000000.0,Vereador,1393,CLAUDIO RENATO COSTA FRANZEN
210001052265,1403120000.0,Vereador,342,JANIO MEDEIROS JUNIOR
210001052266,7800000000.0,Vereador,244,ANA MARIA DE ABREU TOPPOR
210001052268,10000000000.0,Vereador,303,JOSÉ GILBERTO MACHADO
210001052270,51874710000.0,Vereador,423,VINICIUS DAMBROZ ESCOBAR
